Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27013272_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.92535062310062)	(2.0, 18.317003690311807)	(3.0, 7.943314809225886)	(4.0, 3.808649074932574)	(5.0, 1.9545429121604168)	(6.0, 1.1519228665875496)	(7.0, 0.6825806113008053)	(8.0, 0.5162860612093637)	(9.0, 0.3168457987965488)	('>10', 2.0660039996617274)	('>50', 0.14131135395355673)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.17618819875911543)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013273_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 54.052059062082435)	(2.0, 18.61388080833825)	(3.0, 9.469303753715526)	(4.0, 5.330704608804965)	(5.0, 3.1546098454604348)	(6.0, 1.8696781088294285)	(7.0, 1.246331115305432)	(8.0, 0.8912478020634462)	(9.0, 0.5698621539848004)	('>10', 3.9488509872609336)	('>50', 0.6660736280014883)	('>100', 0.12308649649584831)	('>500', 0.06431162965700032)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013274_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 50.79161302285237)	(2.0, 20.643973737986443)	(3.0, 10.591559742441433)	(4.0, 5.600868651077501)	(5.0, 3.405543296076019)	(6.0, 2.0048365313474372)	(7.0, 1.3411579814402215)	(8.0, 0.9619539376893761)	(9.0, 0.704895117025023)	('>10', 3.287050061878098)	('>50', 0.43749931473277437)	('>100', 0.04861103497030826)	('>500', 0.0)	('>1k', 0.18043757048300865)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013274_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 56.963934923656055)	(2.0, 18.72985828837189)	(3.0, 9.046924791934522)	(4.0, 5.116437236516488)	(5.0, 2.8437221334060343)	(6.0, 1.7846742483569669)	(7.0, 1.0210779426693917)	(8.0, 0.7322909128549218)	(9.0, 0.5206910867734843)	('>10', 2.743405596886636)	('>50', 0.2915657421972335)	('>100', 0.026153354626368083)	('>500', 0.0)	('>1k', 0.17926374175002688)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013275_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 49.1246265544628)	(2.0, 20.342964077353674)	(3.0, 10.618146204552414)	(4.0, 5.740497511160334)	(5.0, 3.559567016018403)	(6.0, 2.3334872181707556)	(7.0, 1.514499541469377)	(8.0, 1.019722093198913)	(9.0, 0.7288504685234822)	('>10', 4.029840608941665)	('>50', 0.6573118591215071)	('>100', 0.14823446847658628)	('>500', 0.0)	('>1k', 0.18225237855005927)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013275_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 52.620861261486866)	(2.0, 19.360666543220557)	(3.0, 9.929597657351376)	(4.0, 5.3296931810738615)	(5.0, 3.2203959055381683)	(6.0, 2.157567377628824)	(7.0, 1.3051149635655537)	(8.0, 0.9201563908019215)	(9.0, 0.7105391811077749)	('>10', 3.5249666729406104)	('>50', 0.5813201244884827)	('>100', 0.15800915929438092)	('>500', 0.0)	('>1k', 0.18111158150168208)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013276_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.90101646416343)	(2.0, 18.909243968336245)	(3.0, 8.688194534901388)	(4.0, 4.35389597804176)	(5.0, 2.424620056517561)	(6.0, 1.3936708296709632)	(7.0, 0.973567772978157)	(8.0, 0.6629369561764007)	(9.0, 0.4886708480308883)	('>10', 4.2316777936821985)	('>50', 0.7380566777810288)	('>100', 0.08916027000692496)	('>500', 0.0)	('>1k', 0.14528784971301115)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013276_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 61.4922902385605)	(2.0, 17.243793989922455)	(3.0, 7.63327871336249)	(4.0, 3.763877926502383)	(5.0, 2.0174673206069103)	(6.0, 1.241340405110692)	(7.0, 0.8548398627193375)	(8.0, 0.5746393653364725)	(9.0, 0.4613871978629194)	('>10', 3.8878628170995086)	('>50', 0.5618391834232591)	('>100', 0.12224816807719201)	('>500', 0.0)	('>1k', 0.1451348114158444)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013277_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 62.697996491730215)	(2.0, 19.974021985914668)	(3.0, 8.037195401272673)	(4.0, 3.6670522297371804)	(5.0, 1.888445570543868)	(6.0, 0.9933378536248982)	(7.0, 0.5840004396918383)	(8.0, 0.33141819531623934)	(9.0, 0.2709215385017595)	('>10', 1.4943824019639567)	('>50', 0.061227891702675646)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013277_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 68.90111954650695)	(2.0, 17.530968111375262)	(3.0, 6.6124087715275195)	(4.0, 2.8140190604652715)	(5.0, 1.3558330291404392)	(6.0, 0.752250409171412)	(7.0, 0.4155515838741504)	(8.0, 0.3160053836094655)	(9.0, 0.20889409855346475)	('>10', 1.0647318869956557)	('>50', 0.02821811878040965)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013278_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.275822651080645)	(2.0, 20.310715544505417)	(3.0, 9.2089039602647)	(4.0, 4.60206612056464)	(5.0, 2.566732646578251)	(6.0, 1.6347773125731528)	(7.0, 1.0037912570209837)	(8.0, 0.7275181220713054)	(9.0, 0.4875336181766236)	('>10', 2.7506444359334914)	('>50', 0.3329058783638374)	('>100', 0.09858845286693234)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013278_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.870735938550595)	(2.0, 18.018378701600295)	(3.0, 7.761252411994474)	(4.0, 3.882978819478623)	(5.0, 2.0964442474230474)	(6.0, 1.198318955757493)	(7.0, 0.7516897621454346)	(8.0, 0.5679880461354417)	(9.0, 0.387285359269708)	('>10', 2.2111921935304304)	('>50', 0.18716960113143427)	('>100', 0.06656596298303429)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013279_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.40162913279685)	(2.0, 20.11737682481144)	(3.0, 8.745998336872253)	(4.0, 4.319415928539617)	(5.0, 2.3430510099055275)	(6.0, 1.4705654901231013)	(7.0, 0.9256336285599224)	(8.0, 0.6057868222125058)	(9.0, 0.4352057631407192)	('>10', 2.4040851349060146)	('>50', 0.23125192813202053)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013279_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 66.51551177609065)	(2.0, 17.23385829594275)	(3.0, 7.124825693192159)	(4.0, 3.2810678918669565)	(5.0, 1.707194186264723)	(6.0, 1.0168585453270942)	(7.0, 0.6043501679436415)	(8.0, 0.38820336498531793)	(9.0, 0.2820219775190804)	('>10', 1.762710862374102)	('>50', 0.0833972384935201)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013280_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 53.59006362443905)	(2.0, 20.255714165888826)	(3.0, 9.837993870198952)	(4.0, 5.05435786932386)	(5.0, 2.949456208037984)	(6.0, 1.909855374059371)	(7.0, 1.2659047948199649)	(8.0, 0.8022546443665863)	(9.0, 0.5683787268871467)	('>10', 3.1994622468166733)	('>50', 0.47965523920974246)	('>100', 0.0869032359518091)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013280_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 59.88160135032825)	(2.0, 18.372428994783018)	(3.0, 8.347798347201353)	(4.0, 4.3538157298502975)	(5.0, 2.451509993861198)	(6.0, 1.4887221495806018)	(7.0, 0.9879313102280607)	(8.0, 0.6573410644813859)	(9.0, 0.42886817310846703)	('>10', 2.6502021910930327)	('>50', 0.32412075639781746)	('>100', 0.05565993908652893)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013281_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 66.94286556064529)	(2.0, 19.08554370183163)	(3.0, 6.995230597431508)	(4.0, 2.962020980326908)	(5.0, 1.3754564966871803)	(6.0, 0.7946371352265865)	(7.0, 0.401727304968045)	(8.0, 0.26577930493427465)	(9.0, 0.1781219408408783)	('>10', 0.961490197800851)	('>50', 0.012748351930664878)	('>100', 0.02437842737618371)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013281_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 71.14228242128122)	(2.0, 17.482967329369142)	(3.0, 5.964414187841764)	(4.0, 2.4624524541670376)	(5.0, 1.0132531550294244)	(6.0, 0.5029826853223097)	(7.0, 0.335251233216711)	(8.0, 0.20403562868590697)	(9.0, 0.1190536916136126)	('>10', 0.7529764460507373)	('>50', 0.020330767422113115)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013282_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.01778453308497)	(2.0, 20.265636839566156)	(3.0, 9.184902117037366)	(4.0, 4.834941732265429)	(5.0, 2.653553268200302)	(6.0, 1.6558978250276923)	(7.0, 1.04474726850095)	(8.0, 0.6728722682439402)	(9.0, 0.42771079680218066)	('>10', 2.9015581872538103)	('>50', 0.26260752077908067)	('>100', 0.07778764323812226)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013283_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 48.68194274297693)	(2.0, 20.350905196279705)	(3.0, 10.643557628480021)	(4.0, 6.317487906081795)	(5.0, 3.689137208133812)	(6.0, 2.2050119598081936)	(7.0, 1.554738889540076)	(8.0, 1.0889123521496185)	(9.0, 0.7022805092101205)	('>10', 3.91747226853634)	('>50', 0.5692478412706168)	('>100', 0.08990268118340299)	('>500', 0.0)	('>1k', 0.18940281634934789)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013283_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 52.49289287228655)	(2.0, 19.396553612026082)	(3.0, 9.922976281677292)	(4.0, 5.62091526756115)	(5.0, 3.345868740403999)	(6.0, 2.084353842222848)	(7.0, 1.3959934242268879)	(8.0, 0.8868645347530143)	(9.0, 0.6170069817854497)	('>10', 3.4476043906550617)	('>50', 0.4820180666913772)	('>100', 0.11935389811189986)	('>500', 0.0)	('>1k', 0.18759808759835944)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013284_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 48.150338358569336)	(2.0, 20.379495505830334)	(3.0, 10.940928362782959)	(4.0, 6.333325887605086)	(5.0, 3.693773205877663)	(6.0, 2.459596621689744)	(7.0, 1.6259992954498166)	(8.0, 1.1527186941542005)	(9.0, 0.7249899066740454)	('>10', 3.8642711608386358)	('>50', 0.46999671027436907)	('>100', 0.06038750658621898)	('>500', 0.0)	('>1k', 0.14417878366757544)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013284_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 53.203476298117415)	(2.0, 19.34647791929909)	(3.0, 10.003518948970527)	(4.0, 5.536647026843097)	(5.0, 3.2194980037480327)	(6.0, 2.0134301735363374)	(7.0, 1.425839723466704)	(8.0, 0.9559400597106625)	(9.0, 0.625418788324307)	('>10', 3.1015294065000183)	('>50', 0.3994668290402479)	('>100', 0.025361739601517788)	('>500', 0.0)	('>1k', 0.14339508284204164)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013285_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 50.676036630643665)	(2.0, 20.251705444575112)	(3.0, 10.441094893966579)	(4.0, 5.690044442678704)	(5.0, 3.4215331672345397)	(6.0, 2.043127040507399)	(7.0, 1.4687242946371115)	(8.0, 0.9733991375418783)	(9.0, 0.6849962855416011)	('>10', 3.5783933283896867)	('>50', 0.5023669055531261)	('>100', 0.0905609209669603)	('>500', 0.0)	('>1k', 0.17801750776365838)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013285_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 56.195355419894625)	(2.0, 18.82537130035214)	(3.0, 9.287145006341566)	(4.0, 4.9817493807049615)	(5.0, 2.899086224421307)	(6.0, 1.7112992019052853)	(7.0, 1.2012245280349563)	(8.0, 0.7972003683037785)	(9.0, 0.5383749978916431)	('>10', 2.9465381287106496)	('>50', 0.39952776001019275)	('>100', 0.041032003167668904)	('>500', 0.0)	('>1k', 0.17609568026124572)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013286_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 51.41195979467997)	(2.0, 20.305374977231143)	(3.0, 10.167301092865152)	(4.0, 5.711396750819483)	(5.0, 3.3328715443924732)	(6.0, 2.091482990666556)	(7.0, 1.3118448193049452)	(8.0, 0.9048652913506239)	(9.0, 0.6587324199200966)	('>10', 3.431133831606105)	('>50', 0.4757136421314266)	('>100', 0.057380011463278195)	('>500', 0.0)	('>1k', 0.13994283356875664)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013286_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 57.655168227379406)	(2.0, 18.6618984556926)	(3.0, 8.993720762733764)	(4.0, 4.6120550863983105)	(5.0, 2.8669445712773056)	(6.0, 1.6180879049180783)	(7.0, 1.125911597836359)	(8.0, 0.7226162590712473)	(9.0, 0.5287290087183363)	('>10', 2.7199143445356375)	('>50', 0.3134247715333129)	('>100', 0.04216528268061798)	('>500', 0.0)	('>1k', 0.13936372722503979)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013287_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 60.1476580438851)	(2.0, 20.21307750462772)	(3.0, 8.700207176246478)	(4.0, 4.0611271033983565)	(5.0, 2.1536440419420178)	(6.0, 1.154469975099341)	(7.0, 0.6882436540508973)	(8.0, 0.5108201413873277)	(9.0, 0.33987717259212963)	('>10', 1.8953471517953144)	('>50', 0.10207275178242123)	('>100', 0.03345528319290061)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013287_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.7730214569226)	(2.0, 18.284470170130966)	(3.0, 7.426737168561229)	(4.0, 3.2559729629230523)	(5.0, 1.6695385357480914)	(6.0, 0.9708447200813333)	(7.0, 0.5341530464151317)	(8.0, 0.3882700457005235)	(9.0, 0.23003822179287867)	('>10', 1.3886485736412681)	('>50', 0.044794619427344994)	('>100', 0.033510478655571066)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013288_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 62.08073477872864)	(2.0, 19.90153336411458)	(3.0, 8.229361253897126)	(4.0, 3.7163211497441173)	(5.0, 1.8497687965676448)	(6.0, 1.0500064809274003)	(7.0, 0.6029322370593786)	(8.0, 0.43559258679887575)	(9.0, 0.26869198300518765)	('>10', 1.7635791211735086)	('>50', 0.07813439245878956)	('>100', 0.02334385552472478)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013288_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 68.13443779719832)	(2.0, 17.559725447411463)	(3.0, 6.7454974908445475)	(4.0, 2.944654652921219)	(5.0, 1.4632103805850796)	(6.0, 0.7807154867970484)	(7.0, 0.48418746287335673)	(8.0, 0.31909728591543507)	(9.0, 0.25024123356467226)	('>10', 1.2376419825429372)	('>50', 0.057454670442804084)	('>100', 0.023136108903142584)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013289_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 54.72093369791362)	(2.0, 20.28499990224619)	(3.0, 9.51569345339182)	(4.0, 4.900765752889843)	(5.0, 2.829893884053673)	(6.0, 1.8084000010476757)	(7.0, 1.092631081404127)	(8.0, 0.7567343484154655)	(9.0, 0.537703360473547)	('>10', 3.0762806367806914)	('>50', 0.38950519672052686)	('>100', 0.086458684662767)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013289_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.135216735642395)	(2.0, 18.098944634920507)	(3.0, 7.9119895851021225)	(4.0, 4.077730592427192)	(5.0, 2.1439676571511983)	(6.0, 1.2664146589800667)	(7.0, 0.861589050497787)	(8.0, 0.5429072841625371)	(9.0, 0.44196969758071936)	('>10', 2.274930224149579)	('>50', 0.20628574302934888)	('>100', 0.03805413635655368)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013290_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 58.14346011327915)	(2.0, 18.97328107586325)	(3.0, 8.927231170050602)	(4.0, 4.688759940720425)	(5.0, 2.6091443024001117)	(6.0, 1.622841861391663)	(7.0, 1.030722630550987)	(8.0, 0.7169336165132487)	(9.0, 0.4378453982327548)	('>10', 2.467953616754283)	('>50', 0.2377037642875004)	('>100', 0.016232228083781712)	('>500', 0.0)	('>1k', 0.12789028187221954)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013291_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 50.84428134788557)	(2.0, 20.5237147228652)	(3.0, 10.125799372136411)	(4.0, 5.942962101403623)	(5.0, 3.3213281256267684)	(6.0, 2.1658227420059237)	(7.0, 1.3955689948481127)	(8.0, 0.9489622121177645)	(9.0, 0.6798858162769325)	('>10', 3.3590304780085884)	('>50', 0.4287539287825616)	('>100', 0.05946960295992328)	('>500', 0.0)	('>1k', 0.20442055508260773)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013291_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 55.33241565022982)	(2.0, 19.321915140068775)	(3.0, 9.476585563194458)	(4.0, 5.125835956419082)	(5.0, 2.98592061680662)	(6.0, 1.803467973764442)	(7.0, 1.1874086111813726)	(8.0, 0.8174238430202134)	(9.0, 0.5563837766937783)	('>10', 2.8509376125058017)	('>50', 0.3009363327138147)	('>100', 0.03653730466469278)	('>500', 0.0)	('>1k', 0.20423161873715504)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013292_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 64.69814281396266)	(2.0, 18.838387408555658)	(3.0, 7.129424413704309)	(4.0, 3.3135224492992643)	(5.0, 1.7216522998423078)	(6.0, 0.9587541487574365)	(7.0, 0.6658823864865885)	(8.0, 0.41190225328911895)	(9.0, 0.35079022053969533)	('>10', 1.85436080496421)	('>50', 0.05718080059875995)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013292_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 70.58226650274673)	(2.0, 16.50986159203488)	(3.0, 6.018826321560791)	(4.0, 2.507843707291104)	(5.0, 1.319668777442627)	(6.0, 0.7171362795691765)	(7.0, 0.5058650175887026)	(8.0, 0.32287640355302183)	(9.0, 0.2278513486333851)	('>10', 1.2236872976081188)	('>50', 0.06411675197145354)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013293_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 49.52815546951249)	(2.0, 20.597893380017883)	(3.0, 10.752902770234433)	(4.0, 5.984962738646359)	(5.0, 3.5893431333609214)	(6.0, 2.281345382939235)	(7.0, 1.4777817244999376)	(8.0, 1.0217599370380457)	(9.0, 0.6929905487845802)	('>10', 3.460400945093524)	('>50', 0.42971076280605175)	('>100', 0.06567065792389866)	('>500', 0.0)	('>1k', 0.11708254914260831)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013294_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 58.1021609862817)	(2.0, 18.671527162238206)	(3.0, 8.964713477019997)	(4.0, 4.80671770607994)	(5.0, 2.764929859875398)	(6.0, 1.6459652281411559)	(7.0, 1.0356833593087453)	(8.0, 0.7377888438683734)	(9.0, 0.46242916378736126)	('>10', 2.4062866091398023)	('>50', 0.21926379363747428)	('>100', 0.023032337415875362)	('>500', 0.0)	('>1k', 0.15950147320597385)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013295_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.321592114492034)	(2.0, 19.9285395508062)	(3.0, 8.989180490793684)	(4.0, 4.33442228065545)	(5.0, 2.326402195512809)	(6.0, 1.3656381226731549)	(7.0, 0.8743595779966019)	(8.0, 0.549008193434255)	(9.0, 0.3687492401842222)	('>10', 2.4641106176021492)	('>50', 0.24725030807500678)	('>100', 0.017092393168474843)	('>500', 0.0)	('>1k', 0.21365491460593553)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013295_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.46767231832872)	(2.0, 18.593708970112417)	(3.0, 7.861835474106958)	(4.0, 3.801854378419405)	(5.0, 2.027925252619061)	(6.0, 1.160385036249883)	(7.0, 0.7469332947447306)	(8.0, 0.4667637639581381)	(9.0, 0.3536553430207694)	('>10', 2.1309388702486767)	('>50', 0.17633830650036075)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.21198899169090984)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013296_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.88647017864666)	(2.0, 19.624167133002153)	(3.0, 7.916079835411269)	(4.0, 3.6330462506747194)	(5.0, 2.0131529968457125)	(6.0, 1.1099345809550596)	(7.0, 0.7092612591601586)	(8.0, 0.4151159000515604)	(9.0, 0.2839836947324847)	('>10', 2.1331967900540074)	('>50', 0.10147529703283327)	('>100', 0.0)	('>500', 0.17411608343338605)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013296_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 66.60825116953502)	(2.0, 17.58713795553101)	(3.0, 7.01769873159159)	(4.0, 3.2365582745033747)	(5.0, 1.4812140320874074)	(6.0, 0.8786005024753506)	(7.0, 0.576772629229553)	(8.0, 0.35644096249938173)	(9.0, 0.240774620646554)	('>10', 1.7831812458331295)	('>50', 0.060558005815018974)	('>100', 0.0)	('>500', 0.1728118702526151)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013297_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 55.65006013831116)	(2.0, 20.184322777912875)	(3.0, 9.505967071538919)	(4.0, 4.905785302981346)	(5.0, 2.768733105894107)	(6.0, 1.5637437404523828)	(7.0, 1.0612625523684345)	(8.0, 0.6486220214058968)	(9.0, 0.47326707587290506)	('>10', 2.6202776850204583)	('>50', 0.3210378782725565)	('>100', 0.044962269852441845)	('>500', 0.0)	('>1k', 0.2519583801165137)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013297_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 61.095285332610715)	(2.0, 18.57643489590775)	(3.0, 8.234929208836894)	(4.0, 4.13003332538348)	(5.0, 2.2573217491997437)	(6.0, 1.3557803591208248)	(7.0, 0.8360471728941296)	(8.0, 0.4869342096279437)	(9.0, 0.3601537415107215)	('>10', 2.190484156445208)	('>50', 0.21646910674444725)	('>100', 0.012854748075580623)	('>500', 0.0)	('>1k', 0.24727199364253666)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013298_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 59.825882462962014)	(2.0, 19.89463417809801)	(3.0, 8.850889199299228)	(4.0, 4.097524968083166)	(5.0, 2.185169608911126)	(6.0, 1.2729813906606509)	(7.0, 0.7924977970361214)	(8.0, 0.4919970599322572)	(9.0, 0.326508557244608)	('>10', 1.8621910711309964)	('>50', 0.1501105512248793)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.2496131554169634)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013298_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 60.61416214278511)	(2.0, 18.73337298447858)	(3.0, 8.591352155750359)	(4.0, 4.3490511688344)	(5.0, 2.202807465753819)	(6.0, 1.3881133697852388)	(7.0, 0.8522611235146584)	(8.0, 0.525461873881163)	(9.0, 0.38816718195102107)	('>10', 1.9819618483763755)	('>50', 0.11207793789579557)	('>100', 0.013438914555607617)	('>500', 0.0)	('>1k', 0.24777183243785303)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013299_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 55.5318180645327)	(2.0, 20.305895826870394)	(3.0, 9.52048933652891)	(4.0, 4.851833272365994)	(5.0, 2.6256916215264603)	(6.0, 1.571014190512229)	(7.0, 1.0636378899404604)	(8.0, 0.6928376623870071)	(9.0, 0.4871093713427195)	('>10', 2.6966850995057046)	('>50', 0.33788816519318454)	('>100', 0.04680915157616118)	('>500', 0.0)	('>1k', 0.2682903477181028)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013299_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 61.440339898574194)	(2.0, 18.53326668466343)	(3.0, 7.9269582421984826)	(4.0, 4.143291997727236)	(5.0, 2.1931718793933688)	(6.0, 1.313830235060974)	(7.0, 0.782744917205502)	(8.0, 0.5176751162422918)	(9.0, 0.38430258330034867)	('>10', 2.241570831407143)	('>50', 0.2441023994740627)	('>100', 0.014794084816609864)	('>500', 0.0)	('>1k', 0.2639511299363476)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013300_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.532120979416845)	(2.0, 19.53332391271739)	(3.0, 8.29891840723832)	(4.0, 3.9141260421557424)	(5.0, 1.9987843564036865)	(6.0, 1.1035628878374422)	(7.0, 0.7233384408148811)	(8.0, 0.477176129989618)	(9.0, 0.28348606617857436)	('>10', 1.8358406795757038)	('>50', 0.13003095071442697)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1692911469573754)	('>5k', 0.0)	('>10k+', 0.0)
