Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013268_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 12258.0)	(40, 25618.0)	(50, 29328.0)	(60, 30455.0)	(70, 31084.0)	(80, 31326.0)	(90, 31116.0)	(100, 31393.0)	(110, 31293.0)	(120, 31300.0)	(130, 31480.0)	(140, 31681.0)	(150, 32048.0)	(160, 32809.0)	(170, 33378.0)	(180, 33891.0)	(190, 34750.0)	(200, 35229.0)	(210, 36001.0)	(220, 36214.0)	(230, 36027.0)	(240, 35911.0)	(250, 35414.0)	(260, 37958.0)	(270, 36445.0)	(280, 29295.0)	(290, 52086.0)	(300, 463140.0)
SRR27013269_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3668.0)	(40, 7739.0)	(50, 9120.0)	(60, 9274.0)	(70, 9678.0)	(80, 9909.0)	(90, 9653.0)	(100, 9764.0)	(110, 9870.0)	(120, 10156.0)	(130, 10220.0)	(140, 10622.0)	(150, 10984.0)	(160, 11598.0)	(170, 12543.0)	(180, 13391.0)	(190, 14614.0)	(200, 15618.0)	(210, 16451.0)	(220, 17849.0)	(230, 19068.0)	(240, 20271.0)	(250, 20760.0)	(260, 21520.0)	(270, 22341.0)	(280, 22851.0)	(290, 50609.0)	(300, 381274.0)
SRR27013269_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3657.0)	(40, 7726.0)	(50, 9111.0)	(60, 9222.0)	(70, 9643.0)	(80, 9875.0)	(90, 9618.0)	(100, 9726.0)	(110, 9800.0)	(120, 10090.0)	(130, 10147.0)	(140, 10525.0)	(150, 10856.0)	(160, 11452.0)	(170, 12336.0)	(180, 13106.0)	(190, 14217.0)	(200, 15032.0)	(210, 15697.0)	(220, 16864.0)	(230, 17768.0)	(240, 18623.0)	(250, 19010.0)	(260, 23146.0)	(270, 22934.0)	(280, 18539.0)	(290, 40327.0)	(300, 402368.0)
SRR27013270_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 289.0)	(40, 503.0)	(50, 556.0)	(60, 678.0)	(70, 788.0)	(80, 869.0)	(90, 1000.0)	(100, 1125.0)	(110, 1275.0)	(120, 1496.0)	(130, 1719.0)	(140, 2049.0)	(150, 2343.0)	(160, 2866.0)	(170, 3313.0)	(180, 3847.0)	(190, 4538.0)	(200, 5224.0)	(210, 5914.0)	(220, 6630.0)	(230, 7360.0)	(240, 8141.0)	(250, 8622.0)	(260, 9242.0)	(270, 9780.0)	(280, 10269.0)	(290, 30809.0)	(300, 283981.0)
SRR27013270_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 272.0)	(40, 493.0)	(50, 546.0)	(60, 667.0)	(70, 786.0)	(80, 859.0)	(90, 982.0)	(100, 1110.0)	(110, 1262.0)	(120, 1459.0)	(130, 1685.0)	(140, 1974.0)	(150, 2272.0)	(160, 2765.0)	(170, 3180.0)	(180, 3640.0)	(190, 4238.0)	(200, 4752.0)	(210, 5258.0)	(220, 5688.0)	(230, 6113.0)	(240, 6483.0)	(250, 6476.0)	(260, 6328.0)	(270, 6194.0)	(280, 5958.0)	(290, 20505.0)	(300, 313281.0)
SRR27013271_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4082.0)	(40, 9008.0)	(50, 10454.0)	(60, 10872.0)	(70, 11065.0)	(80, 11219.0)	(90, 11249.0)	(100, 11227.0)	(110, 11475.0)	(120, 11776.0)	(130, 11977.0)	(140, 12484.0)	(150, 13048.0)	(160, 13926.0)	(170, 14480.0)	(180, 15341.0)	(190, 16556.0)	(200, 17595.0)	(210, 18586.0)	(220, 19781.0)	(230, 20780.0)	(240, 21768.0)	(250, 22630.0)	(260, 22712.0)	(270, 22914.0)	(280, 23623.0)	(290, 47868.0)	(300, 346358.0)
SRR27013271_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4045.0)	(40, 8951.0)	(50, 10405.0)	(60, 10800.0)	(70, 11012.0)	(80, 11149.0)	(90, 11164.0)	(100, 11118.0)	(110, 11364.0)	(120, 11665.0)	(130, 11813.0)	(140, 12299.0)	(150, 12793.0)	(160, 13665.0)	(170, 14150.0)	(180, 14853.0)	(190, 15909.0)	(200, 16747.0)	(210, 17511.0)	(220, 18420.0)	(230, 19034.0)	(240, 19619.0)	(250, 20259.0)	(260, 23476.0)	(270, 22884.0)	(280, 18608.0)	(290, 38174.0)	(300, 372967.0)
SRR27013272_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4613.0)	(40, 9250.0)	(50, 10051.0)	(60, 10375.0)	(70, 10391.0)	(80, 9922.0)	(90, 9735.0)	(100, 9585.0)	(110, 9638.0)	(120, 9536.0)	(130, 9667.0)	(140, 9977.0)	(150, 10497.0)	(160, 10679.0)	(170, 11359.0)	(180, 12181.0)	(190, 12854.0)	(200, 13958.0)	(210, 15161.0)	(220, 16265.0)	(230, 17190.0)	(240, 17983.0)	(250, 18589.0)	(260, 19107.0)	(270, 19514.0)	(280, 19392.0)	(290, 40534.0)	(300, 297413.0)
SRR27013272_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4589.0)	(40, 9234.0)	(50, 10050.0)	(60, 10364.0)	(70, 10381.0)	(80, 9918.0)	(90, 9711.0)	(100, 9534.0)	(110, 9553.0)	(120, 9484.0)	(130, 9603.0)	(140, 9902.0)	(150, 10396.0)	(160, 10524.0)	(170, 11147.0)	(180, 11988.0)	(190, 12607.0)	(200, 13564.0)	(210, 14613.0)	(220, 15508.0)	(230, 16240.0)	(240, 16814.0)	(250, 17040.0)	(260, 17280.0)	(270, 17174.0)	(280, 16538.0)	(290, 30231.0)	(300, 321429.0)
SRR27013273_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2517.0)	(40, 5751.0)	(50, 6672.0)	(60, 6911.0)	(70, 7309.0)	(80, 7646.0)	(90, 8100.0)	(100, 8414.0)	(110, 8687.0)	(120, 9344.0)	(130, 10078.0)	(140, 10647.0)	(150, 11614.0)	(160, 12748.0)	(170, 13908.0)	(180, 14738.0)	(190, 16051.0)	(200, 17508.0)	(210, 19008.0)	(220, 20512.0)	(230, 21353.0)	(240, 22454.0)	(250, 23309.0)	(260, 28543.0)	(270, 28699.0)	(280, 23008.0)	(290, 50626.0)	(300, 524414.0)
SRR27013274_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6750.0)	(40, 14257.0)	(50, 16389.0)	(60, 16877.0)	(70, 17065.0)	(80, 16930.0)	(90, 17415.0)	(100, 17012.0)	(110, 17100.0)	(120, 17296.0)	(130, 17745.0)	(140, 17961.0)	(150, 18498.0)	(160, 19418.0)	(170, 20319.0)	(180, 20930.0)	(190, 22006.0)	(200, 23411.0)	(210, 24661.0)	(220, 26041.0)	(230, 27088.0)	(240, 28459.0)	(250, 29026.0)	(260, 29887.0)	(270, 29815.0)	(280, 29448.0)	(290, 55747.0)	(300, 374460.0)
SRR27013274_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6722.0)	(40, 14224.0)	(50, 16361.0)	(60, 16874.0)	(70, 16993.0)	(80, 16861.0)	(90, 17313.0)	(100, 16915.0)	(110, 16965.0)	(120, 17142.0)	(130, 17536.0)	(140, 17669.0)	(150, 18154.0)	(160, 19042.0)	(170, 19821.0)	(180, 20293.0)	(190, 21228.0)	(200, 22366.0)	(210, 23324.0)	(220, 24320.0)	(230, 24834.0)	(240, 25600.0)	(250, 25464.0)	(260, 25575.0)	(270, 24436.0)	(280, 22602.0)	(290, 34613.0)	(300, 428764.0)
SRR27013275_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 7284.0)	(40, 15719.0)	(50, 18248.0)	(60, 18735.0)	(70, 19284.0)	(80, 19380.0)	(90, 19149.0)	(100, 19415.0)	(110, 19440.0)	(120, 19563.0)	(130, 19591.0)	(140, 20087.0)	(150, 20902.0)	(160, 21454.0)	(170, 21888.0)	(180, 22692.0)	(190, 24202.0)	(200, 24995.0)	(210, 26418.0)	(220, 27592.0)	(230, 29021.0)	(240, 30001.0)	(250, 30640.0)	(260, 31130.0)	(270, 31446.0)	(280, 31104.0)	(290, 60158.0)	(300, 403639.0)
SRR27013275_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7259.0)	(40, 15674.0)	(50, 18235.0)	(60, 18749.0)	(70, 19271.0)	(80, 19393.0)	(90, 19146.0)	(100, 19373.0)	(110, 19403.0)	(120, 19531.0)	(130, 19532.0)	(140, 19977.0)	(150, 20634.0)	(160, 21206.0)	(170, 21642.0)	(180, 22323.0)	(190, 23745.0)	(200, 24469.0)	(210, 25635.0)	(220, 26494.0)	(230, 27641.0)	(240, 28213.0)	(250, 28422.0)	(260, 28209.0)	(270, 27837.0)	(280, 26176.0)	(290, 37517.0)	(300, 447471.0)
SRR27013276_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3796.0)	(40, 8178.0)	(50, 9388.0)	(60, 10206.0)	(70, 10376.0)	(80, 10450.0)	(90, 10728.0)	(100, 10603.0)	(110, 11047.0)	(120, 10789.0)	(130, 11130.0)	(140, 11411.0)	(150, 11752.0)	(160, 12105.0)	(170, 12981.0)	(180, 13287.0)	(190, 14412.0)	(200, 15021.0)	(210, 16167.0)	(220, 16964.0)	(230, 17456.0)	(240, 18283.0)	(250, 19055.0)	(260, 19829.0)	(270, 19929.0)	(280, 20254.0)	(290, 43496.0)	(300, 327578.0)
SRR27013276_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3802.0)	(40, 8168.0)	(50, 9408.0)	(60, 10244.0)	(70, 10421.0)	(80, 10479.0)	(90, 10735.0)	(100, 10634.0)	(110, 11029.0)	(120, 10774.0)	(130, 11132.0)	(140, 11355.0)	(150, 11672.0)	(160, 12013.0)	(170, 12803.0)	(180, 13110.0)	(190, 14061.0)	(200, 14571.0)	(210, 15637.0)	(220, 16265.0)	(230, 16449.0)	(240, 16992.0)	(250, 17450.0)	(260, 17703.0)	(270, 17294.0)	(280, 16371.0)	(290, 26824.0)	(300, 359275.0)
SRR27013277_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 328.0)	(40, 749.0)	(50, 900.0)	(60, 1036.0)	(70, 1127.0)	(80, 1403.0)	(90, 1446.0)	(100, 1713.0)	(110, 1898.0)	(120, 2134.0)	(130, 2519.0)	(140, 2833.0)	(150, 3329.0)	(160, 3873.0)	(170, 4466.0)	(180, 5262.0)	(190, 5940.0)	(200, 6713.0)	(210, 7784.0)	(220, 8734.0)	(230, 9599.0)	(240, 10557.0)	(250, 11360.0)	(260, 12327.0)	(270, 12856.0)	(280, 13490.0)	(290, 37509.0)	(300, 330448.0)
SRR27013277_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 324.0)	(40, 740.0)	(50, 895.0)	(60, 1031.0)	(70, 1120.0)	(80, 1397.0)	(90, 1443.0)	(100, 1706.0)	(110, 1881.0)	(120, 2120.0)	(130, 2508.0)	(140, 2816.0)	(150, 3295.0)	(160, 3815.0)	(170, 4421.0)	(180, 5188.0)	(190, 5800.0)	(200, 6556.0)	(210, 7572.0)	(220, 8407.0)	(230, 9091.0)	(240, 9937.0)	(250, 10445.0)	(260, 11087.0)	(270, 11301.0)	(280, 11180.0)	(290, 23036.0)	(300, 353221.0)
SRR27013278_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 1554.0)	(40, 3326.0)	(50, 3963.0)	(60, 4111.0)	(70, 4594.0)	(80, 4643.0)	(90, 4893.0)	(100, 5283.0)	(110, 5405.0)	(120, 5940.0)	(130, 6489.0)	(140, 7011.0)	(150, 7558.0)	(160, 8525.0)	(170, 9254.0)	(180, 10224.0)	(190, 11213.0)	(200, 12363.0)	(210, 13335.0)	(220, 14523.0)	(230, 15533.0)	(240, 16743.0)	(250, 17634.0)	(260, 18476.0)	(270, 18903.0)	(280, 19038.0)	(290, 45763.0)	(300, 366813.0)
SRR27013278_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 1545.0)	(40, 3323.0)	(50, 3950.0)	(60, 4109.0)	(70, 4582.0)	(80, 4623.0)	(90, 4880.0)	(100, 5259.0)	(110, 5384.0)	(120, 5901.0)	(130, 6438.0)	(140, 6944.0)	(150, 7441.0)	(160, 8384.0)	(170, 9117.0)	(180, 9989.0)	(190, 10923.0)	(200, 11908.0)	(210, 12816.0)	(220, 13799.0)	(230, 14491.0)	(240, 15321.0)	(250, 15926.0)	(260, 16222.0)	(270, 16095.0)	(280, 15343.0)	(290, 27811.0)	(300, 400586.0)
SRR27013279_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 384.0)	(40, 850.0)	(50, 1159.0)	(60, 1385.0)	(70, 1520.0)	(80, 1666.0)	(90, 1907.0)	(100, 2156.0)	(110, 2299.0)	(120, 2710.0)	(130, 3003.0)	(140, 3480.0)	(150, 4168.0)	(160, 4797.0)	(170, 5377.0)	(180, 6194.0)	(190, 7215.0)	(200, 8163.0)	(210, 9180.0)	(220, 9975.0)	(230, 11274.0)	(240, 12176.0)	(250, 13205.0)	(260, 13918.0)	(270, 14673.0)	(280, 15204.0)	(290, 42468.0)	(300, 369103.0)
SRR27013279_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 375.0)	(40, 850.0)	(50, 1149.0)	(60, 1377.0)	(70, 1517.0)	(80, 1658.0)	(90, 1898.0)	(100, 2162.0)	(110, 2292.0)	(120, 2700.0)	(130, 2978.0)	(140, 3455.0)	(150, 4121.0)	(160, 4719.0)	(170, 5287.0)	(180, 6045.0)	(190, 7042.0)	(200, 7893.0)	(210, 8805.0)	(220, 9461.0)	(230, 10564.0)	(240, 11194.0)	(250, 11856.0)	(260, 12222.0)	(270, 12494.0)	(280, 12138.0)	(290, 25209.0)	(300, 398148.0)
SRR27013280_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 1210.0)	(40, 2653.0)	(50, 3226.0)	(60, 3645.0)	(70, 3838.0)	(80, 4265.0)	(90, 4607.0)	(100, 4865.0)	(110, 5393.0)	(120, 5808.0)	(130, 6330.0)	(140, 7147.0)	(150, 7923.0)	(160, 8903.0)	(170, 10037.0)	(180, 11019.0)	(190, 12064.0)	(200, 13362.0)	(210, 14545.0)	(220, 15845.0)	(230, 16859.0)	(240, 18122.0)	(250, 19245.0)	(260, 20104.0)	(270, 20812.0)	(280, 21225.0)	(290, 50188.0)	(300, 398477.0)
SRR27013280_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 1201.0)	(40, 2644.0)	(50, 3229.0)	(60, 3638.0)	(70, 3826.0)	(80, 4267.0)	(90, 4608.0)	(100, 4859.0)	(110, 5376.0)	(120, 5788.0)	(130, 6278.0)	(140, 7083.0)	(150, 7872.0)	(160, 8802.0)	(170, 9934.0)	(180, 10816.0)	(190, 11862.0)	(200, 13073.0)	(210, 14124.0)	(220, 15273.0)	(230, 15983.0)	(240, 16952.0)	(250, 17672.0)	(260, 18046.0)	(270, 18215.0)	(280, 17632.0)	(290, 31004.0)	(300, 431660.0)
SRR27013281_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 324.0)	(40, 550.0)	(50, 624.0)	(60, 752.0)	(70, 810.0)	(80, 911.0)	(90, 991.0)	(100, 1098.0)	(110, 1236.0)	(120, 1397.0)	(130, 1666.0)	(140, 1899.0)	(150, 2215.0)	(160, 2541.0)	(170, 2912.0)	(180, 3583.0)	(190, 4025.0)	(200, 4703.0)	(210, 5356.0)	(220, 6106.0)	(230, 6886.0)	(240, 7464.0)	(250, 8142.0)	(260, 8903.0)	(270, 9459.0)	(280, 9946.0)	(290, 33314.0)	(300, 319689.0)
SRR27013281_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 296.0)	(40, 544.0)	(50, 622.0)	(60, 747.0)	(70, 807.0)	(80, 903.0)	(90, 980.0)	(100, 1088.0)	(110, 1233.0)	(120, 1374.0)	(130, 1640.0)	(140, 1859.0)	(150, 2165.0)	(160, 2493.0)	(170, 2830.0)	(180, 3394.0)	(190, 3818.0)	(200, 4427.0)	(210, 4904.0)	(220, 5467.0)	(230, 5949.0)	(240, 6217.0)	(250, 6442.0)	(260, 6572.0)	(270, 6477.0)	(280, 6398.0)	(290, 21925.0)	(300, 345931.0)
SRR27013282_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 1157.0)	(40, 2601.0)	(50, 3134.0)	(60, 3416.0)	(70, 3870.0)	(80, 4115.0)	(90, 4370.0)	(100, 4879.0)	(110, 5321.0)	(120, 5856.0)	(130, 6230.0)	(140, 6983.0)	(150, 7625.0)	(160, 8490.0)	(170, 9524.0)	(180, 10387.0)	(190, 11421.0)	(200, 12647.0)	(210, 13491.0)	(220, 14666.0)	(230, 16061.0)	(240, 16929.0)	(250, 17771.0)	(260, 18597.0)	(270, 19360.0)	(280, 19562.0)	(290, 47688.0)	(300, 378038.0)
SRR27013283_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 7476.0)	(40, 14747.0)	(50, 16366.0)	(60, 16467.0)	(70, 16569.0)	(80, 16228.0)	(90, 16298.0)	(100, 16147.0)	(110, 15986.0)	(120, 16218.0)	(130, 16596.0)	(140, 16894.0)	(150, 18019.0)	(160, 18605.0)	(170, 19915.0)	(180, 20808.0)	(190, 22263.0)	(200, 24109.0)	(210, 25532.0)	(220, 27236.0)	(230, 28970.0)	(240, 30424.0)	(250, 31426.0)	(260, 32052.0)	(270, 32437.0)	(280, 32422.0)	(290, 61236.0)	(300, 411688.0)
SRR27013283_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7440.0)	(40, 14728.0)	(50, 16339.0)	(60, 16462.0)	(70, 16576.0)	(80, 16195.0)	(90, 16267.0)	(100, 16136.0)	(110, 15931.0)	(120, 16182.0)	(130, 16503.0)	(140, 16769.0)	(150, 17856.0)	(160, 18422.0)	(170, 19662.0)	(180, 20491.0)	(190, 21824.0)	(200, 23484.0)	(210, 24744.0)	(220, 26132.0)	(230, 27509.0)	(240, 28465.0)	(250, 28936.0)	(260, 28925.0)	(270, 28367.0)	(280, 26821.0)	(290, 38157.0)	(300, 457811.0)
SRR27013284_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6024.0)	(40, 13065.0)	(50, 14915.0)	(60, 15565.0)	(70, 15458.0)	(80, 15639.0)	(90, 15492.0)	(100, 15514.0)	(110, 15745.0)	(120, 15772.0)	(130, 16259.0)	(140, 16726.0)	(150, 17705.0)	(160, 18685.0)	(170, 19855.0)	(180, 21202.0)	(190, 22853.0)	(200, 24444.0)	(210, 26455.0)	(220, 27571.0)	(230, 29687.0)	(240, 31383.0)	(250, 32471.0)	(260, 33317.0)	(270, 33544.0)	(280, 33391.0)	(290, 63129.0)	(300, 426599.0)
SRR27013284_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6009.0)	(40, 13026.0)	(50, 14837.0)	(60, 15572.0)	(70, 15446.0)	(80, 15587.0)	(90, 15453.0)	(100, 15458.0)	(110, 15650.0)	(120, 15671.0)	(130, 16108.0)	(140, 16556.0)	(150, 17477.0)	(160, 18385.0)	(170, 19491.0)	(180, 20712.0)	(190, 22189.0)	(200, 23531.0)	(210, 25216.0)	(220, 26020.0)	(230, 27524.0)	(240, 28657.0)	(250, 28934.0)	(260, 29000.0)	(270, 28180.0)	(280, 26291.0)	(290, 39225.0)	(300, 482260.0)
SRR27013285_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6444.0)	(40, 13329.0)	(50, 15196.0)	(60, 15441.0)	(70, 15258.0)	(80, 14948.0)	(90, 14841.0)	(100, 15122.0)	(110, 14696.0)	(120, 14774.0)	(130, 15115.0)	(140, 15359.0)	(150, 16143.0)	(160, 16864.0)	(170, 17831.0)	(180, 18877.0)	(190, 20013.0)	(200, 21220.0)	(210, 23011.0)	(220, 24948.0)	(230, 25777.0)	(240, 27201.0)	(250, 28273.0)	(260, 28909.0)	(270, 29020.0)	(280, 29009.0)	(290, 55960.0)	(300, 382353.0)
SRR27013285_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6400.0)	(40, 13274.0)	(50, 15151.0)	(60, 15372.0)	(70, 15205.0)	(80, 14905.0)	(90, 14766.0)	(100, 15007.0)	(110, 14537.0)	(120, 14610.0)	(130, 14941.0)	(140, 15133.0)	(150, 15840.0)	(160, 16521.0)	(170, 17426.0)	(180, 18445.0)	(190, 19321.0)	(200, 20391.0)	(210, 21893.0)	(220, 23559.0)	(230, 23833.0)	(240, 24853.0)	(250, 25151.0)	(260, 25144.0)	(270, 24272.0)	(280, 22892.0)	(290, 34734.0)	(300, 432356.0)
SRR27013286_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4530.0)	(40, 9117.0)	(50, 10401.0)	(60, 10822.0)	(70, 10616.0)	(80, 10604.0)	(90, 10793.0)	(100, 10761.0)	(110, 10797.0)	(120, 10983.0)	(130, 11297.0)	(140, 11661.0)	(150, 12386.0)	(160, 12912.0)	(170, 13811.0)	(180, 14929.0)	(190, 16260.0)	(200, 17585.0)	(210, 18720.0)	(220, 20012.0)	(230, 21741.0)	(240, 22805.0)	(250, 24072.0)	(260, 25503.0)	(270, 26037.0)	(280, 26424.0)	(290, 56689.0)	(300, 419577.0)
SRR27013286_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4514.0)	(40, 9093.0)	(50, 10353.0)	(60, 10828.0)	(70, 10580.0)	(80, 10579.0)	(90, 10753.0)	(100, 10734.0)	(110, 10709.0)	(120, 10900.0)	(130, 11213.0)	(140, 11491.0)	(150, 12214.0)	(160, 12688.0)	(170, 13508.0)	(180, 14605.0)	(190, 15821.0)	(200, 16967.0)	(210, 17901.0)	(220, 18982.0)	(230, 20327.0)	(240, 20909.0)	(250, 21611.0)	(260, 22380.0)	(270, 22266.0)	(280, 21168.0)	(290, 34744.0)	(300, 464007.0)
SRR27013287_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 685.0)	(40, 1465.0)	(50, 1761.0)	(60, 2021.0)	(70, 2302.0)	(80, 2602.0)	(90, 2803.0)	(100, 3005.0)	(110, 3483.0)	(120, 3783.0)	(130, 4310.0)	(140, 4651.0)	(150, 5415.0)	(160, 6386.0)	(170, 6891.0)	(180, 7906.0)	(190, 8809.0)	(200, 9957.0)	(210, 10887.0)	(220, 12041.0)	(230, 12785.0)	(240, 13918.0)	(250, 14802.0)	(260, 15587.0)	(270, 16448.0)	(280, 16710.0)	(290, 42485.0)	(300, 351873.0)
SRR27013287_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 685.0)	(40, 1457.0)	(50, 1751.0)	(60, 2015.0)	(70, 2299.0)	(80, 2604.0)	(90, 2799.0)	(100, 3008.0)	(110, 3470.0)	(120, 3764.0)	(130, 4291.0)	(140, 4622.0)	(150, 5379.0)	(160, 6339.0)	(170, 6813.0)	(180, 7792.0)	(190, 8646.0)	(200, 9685.0)	(210, 10609.0)	(220, 11593.0)	(230, 12122.0)	(240, 13022.0)	(250, 13669.0)	(260, 14024.0)	(270, 14512.0)	(280, 14001.0)	(290, 26209.0)	(300, 378591.0)
SRR27013288_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 510.0)	(40, 1226.0)	(50, 1469.0)	(60, 1730.0)	(70, 1815.0)	(80, 2073.0)	(90, 2318.0)	(100, 2536.0)	(110, 2863.0)	(120, 3346.0)	(130, 3562.0)	(140, 3941.0)	(150, 4601.0)	(160, 5109.0)	(170, 5876.0)	(180, 6525.0)	(190, 7389.0)	(200, 8210.0)	(210, 9080.0)	(220, 9752.0)	(230, 10824.0)	(240, 11600.0)	(250, 12469.0)	(260, 12925.0)	(270, 13520.0)	(280, 13990.0)	(290, 37549.0)	(300, 322219.0)
SRR27013288_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 505.0)	(40, 1214.0)	(50, 1468.0)	(60, 1729.0)	(70, 1813.0)	(80, 2070.0)	(90, 2323.0)	(100, 2533.0)	(110, 2853.0)	(120, 3316.0)	(130, 3550.0)	(140, 3908.0)	(150, 4557.0)	(160, 5076.0)	(170, 5791.0)	(180, 6428.0)	(190, 7269.0)	(200, 7978.0)	(210, 8804.0)	(220, 9339.0)	(230, 10229.0)	(240, 10809.0)	(250, 11510.0)	(260, 11578.0)	(270, 11771.0)	(280, 11526.0)	(290, 22948.0)	(300, 346132.0)
SRR27013289_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 1123.0)	(40, 2470.0)	(50, 3007.0)	(60, 3373.0)	(70, 3795.0)	(80, 4114.0)	(90, 4322.0)	(100, 4791.0)	(110, 5177.0)	(120, 5629.0)	(130, 6207.0)	(140, 6893.0)	(150, 7613.0)	(160, 8272.0)	(170, 9354.0)	(180, 10174.0)	(190, 11186.0)	(200, 12431.0)	(210, 13449.0)	(220, 14569.0)	(230, 15294.0)	(240, 16170.0)	(250, 17103.0)	(260, 17750.0)	(270, 18618.0)	(280, 18967.0)	(290, 47237.0)	(300, 391523.0)
SRR27013289_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 1109.0)	(40, 2458.0)	(50, 3000.0)	(60, 3373.0)	(70, 3805.0)	(80, 4107.0)	(90, 4318.0)	(100, 4779.0)	(110, 5152.0)	(120, 5594.0)	(130, 6153.0)	(140, 6838.0)	(150, 7517.0)	(160, 8176.0)	(170, 9204.0)	(180, 9983.0)	(190, 10911.0)	(200, 12079.0)	(210, 12955.0)	(220, 13840.0)	(230, 14356.0)	(240, 14881.0)	(250, 15501.0)	(260, 15657.0)	(270, 16063.0)	(280, 15375.0)	(290, 28877.0)	(300, 424550.0)
SRR27013290_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4119.0)	(40, 8847.0)	(50, 9990.0)	(60, 10416.0)	(70, 10605.0)	(80, 10789.0)	(90, 10834.0)	(100, 10980.0)	(110, 11013.0)	(120, 11908.0)	(130, 12328.0)	(140, 12509.0)	(150, 13416.0)	(160, 13827.0)	(170, 14951.0)	(180, 15786.0)	(190, 16422.0)	(200, 17422.0)	(210, 18734.0)	(220, 19636.0)	(230, 19983.0)	(240, 20636.0)	(250, 21014.0)	(260, 21009.0)	(270, 20604.0)	(280, 19658.0)	(290, 31660.0)	(300, 404355.0)
SRR27013291_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 8008.0)	(40, 16663.0)	(50, 18758.0)	(60, 19045.0)	(70, 19492.0)	(80, 19140.0)	(90, 18910.0)	(100, 19034.0)	(110, 18509.0)	(120, 18695.0)	(130, 18648.0)	(140, 18820.0)	(150, 19443.0)	(160, 19982.0)	(170, 20614.0)	(180, 21623.0)	(190, 22104.0)	(200, 23571.0)	(210, 24527.0)	(220, 25809.0)	(230, 26268.0)	(240, 27737.0)	(250, 28068.0)	(260, 28857.0)	(270, 28706.0)	(280, 28558.0)	(290, 56618.0)	(300, 391564.0)
