Module	Section	Sample Name	Source
FastQC	all_sections	SRR27013316_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013316_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013317_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013317_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013317_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013317_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013318_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013318_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013318_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013318_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013319_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013319_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013319_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013319_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013320_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013320_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013320_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013320_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013321_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013321_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013321_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013321_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013322_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013322_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013322_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013322_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013323_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013323_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013323_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013323_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013324_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013324_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013324_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013324_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013325_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013325_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013325_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013325_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013326_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013326_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013326_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013326_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013327_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013327_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013327_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013327_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013328_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013328_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013328_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013328_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013329_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013329_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013329_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013329_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013330_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013330_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013330_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013330_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013331_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013331_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013331_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013331_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013332_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013332_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013332_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013332_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013333_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013333_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013333_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013333_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013334_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013334_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013334_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013334_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013335_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013335_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013335_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013335_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013336_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013336_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013336_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013336_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013337_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013337_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013337_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013337_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013338_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013338_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013338_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013338_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013339_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013339_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013339_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013339_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013340_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013340_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013340_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013340_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013341_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013341_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013341_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013341_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013342_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013342_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013342_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013342_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013343_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013343_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013343_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013343_2.trimmed_fastqc.zip
