Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR27013279_2	SRR27013279_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	569516.0	157.5 Mbp	0.0	31-301	41.0	79.12959398288747	276.8376059671721	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013280_1	SRR27013280_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711439.0	188.4 Mbp	0.0	31-301	41.0	69.7589560236119	264.8665542653692	301	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013280_2	SRR27013280_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711439.0	188.3 Mbp	0.0	31-301	41.0	74.15292439269466	264.9065443418199	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013281_1	SRR27013281_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	447184.0	126.6 Mbp	0.0	31-301	40.0	80.1663516180446	283.0484543275251	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013281_2	SRR27013281_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	447184.0	126.5 Mbp	0.0	31-301	40.0	82.9273625467744	283.1679845432752	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013282_1	SRR27013282_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	673885.0	178.3 Mbp	0.0	31-301	41.0	71.7330084653837	264.5240404520059	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013282_2	SRR27013282_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	673885.0	178.2 Mbp	0.0	31-301	41.0	76.27142835598664	264.6294508706975	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013283_1	SRR27013283_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1021183.0	241.5 Mbp	0.0	31-301	41.0	65.92466904899501	236.5173734776235	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013283_2	SRR27013283_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1021183.0	241.2 Mbp	0.0	31-301	41.0	68.66285916804465	236.3542229943115	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013284_1	SRR27013284_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1036957.0	248 Mbp	0.0	31-301	41.0	65.54783272548832	239.14676886312546	284	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013284_2	SRR27013284_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1036957.0	247.8 Mbp	0.0	31-301	41.0	69.28630834082465	239.10779183707714	284	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013285_1	SRR27013285_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934260.0	221.3 Mbp	0.0	31-301	41.0	67.5099621650417	236.87983002590286	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013285_2	SRR27013285_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934260.0	221.3 Mbp	0.0	31-301	41.0	71.47026151580263	236.9482488814677	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013286_1	SRR27013286_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	870619.0	216.7 Mbp	0.0	31-301	41.0	68.10945174438996	248.93411986184543	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013286_2	SRR27013286_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	870619.0	216.6 Mbp	0.0	31-301	41.0	72.57477530801081	248.94647658734763	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013287_1	SRR27013287_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	585572.0	158.5 Mbp	0.0	31-301	40.0	75.14429215681713	270.767914107915	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013287_2	SRR27013287_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	585572.0	158.5 Mbp	0.0	31-301	40.0	78.96806167665929	270.8061152172577	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013288_1	SRR27013288_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	518905.0	141.4 Mbp	0.0	31-301	40.0	76.55962775060006	272.55654021449016	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013288_2	SRR27013288_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	518905.0	141.3 Mbp	0.0	31-301	41.0	80.56126615886464	272.6044073578015	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013289_1	SRR27013289_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680344.0	180.7 Mbp	0.0	31-301	41.0	70.6782237395646	265.6223395811531	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013289_2	SRR27013289_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680344.0	180.6 Mbp	0.0	31-301	41.0	75.8985112680722	265.66657455640086	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013290_1	SRR27013290_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	812398.0	198.5 Mbp	0.0	31-301	41.0	69.35443776035306	244.35518181974845	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013290_2	SRR27013290_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	812398.0	198.4 Mbp	0.0	31-301	41.0	73.11642156446794	244.3167462253723	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013291_1	SRR27013291_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1005688.0	231.7 Mbp	0.0	31-301	41.0	67.75383038849517	230.36452160113276	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013291_2	SRR27013291_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1005688.0	231.5 Mbp	0.0	31-301	41.0	70.99844080515516	230.25331315477564	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013292_1	SRR27013292_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	439029.0	124.5 Mbp	0.0	31-301	40.0	78.17980198022832	283.5456940202128	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013292_2	SRR27013292_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	439029.0	124.5 Mbp	0.0	31-301	40.0	82.100514241492	283.82587710606816	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013293_1	SRR27013293_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	995709.0	242.3 Mbp	0.0	31-301	41.0	66.74409919904556	243.38897358565606	284	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013293_2	SRR27013293_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	995709.0	242.1 Mbp	0.0	31-301	41.0	69.69620523320775	243.2749844583106	284	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013294_1	SRR27013294_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	985738.0	233.6 Mbp	0.0	31-301	41.0	67.34444645382573	237.0061841990468	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013294_2	SRR27013294_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	985738.0	233.7 Mbp	0.0	31-301	41.0	73.03081415357016	237.1961251366996	274	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013295_1	SRR27013295_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	677519.0	160.4 Mbp	0.0	31-301	41.0	73.6119934709415	236.81041933879345	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013295_2	SRR27013295_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	677519.0	160.2 Mbp	0.0	31-301	41.0	76.43749391997197	236.57252121342722	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013296_1	SRR27013296_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	541338.0	130.8 Mbp	0.0	31-301	41.0	76.29536824847759	241.65655099032398	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013296_2	SRR27013296_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	541338.0	130.6 Mbp	0.0	31-301	41.0	79.39641954673445	241.44043462679508	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013297_1	SRR27013297_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823995.0	186.5 Mbp	0.0	31-301	41.0	71.6016634304244	226.38470561107775	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013297_2	SRR27013297_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823995.0	186.8 Mbp	0.0	31-301	41.0	75.39370380787817	226.88041250250305	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013298_1	SRR27013298_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	765258.0	170 Mbp	0.0	31-301	40.0	74.92703749329264	222.0839167966882	244	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013298_2	SRR27013298_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	765258.0	170.1 Mbp	0.0	31-301	41.0	75.14874487506883	222.4662283831074	244	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013299_1	SRR27013299_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	810971.0	179.8 Mbp	0.0	31-301	41.0	71.5283957132467	221.72798534102947	254	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013299_2	SRR27013299_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	810971.0	179.9 Mbp	0.0	31-301	41.0	75.60993536016792	222.00930736117567	254	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013300_1	SRR27013300_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	683908.0	163.2 Mbp	0.0	31-301	41.0	76.08119805250887	238.62731025225614	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013300_2	SRR27013300_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	683908.0	163.5 Mbp	0.0	31-301	41.0	76.27255774708183	239.29664808716961	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013301_1	SRR27013301_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	743367.0	168.8 Mbp	0.0	31-301	40.0	73.21486137985914	227.11649898367833	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013301_2	SRR27013301_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	743367.0	169.1 Mbp	0.0	31-301	41.0	77.03315104753796	227.60875045569685	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013302_1	SRR27013302_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782326.0	171.5 Mbp	0.0	31-301	40.0	72.77910450957985	219.26931867277835	244	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013302_2	SRR27013302_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782326.0	171.8 Mbp	0.0	31-301	41.0	76.53007011334891	219.78260213772776	244	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013303_1	SRR27013303_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	767602.0	173.8 Mbp	0.0	31-301	40.0	72.38800206425427	226.41431497051857	254	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013303_2	SRR27013303_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	767602.0	174.1 Mbp	0.0	31-301	41.0	76.63111347522099	226.87929356619708	254	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013304_1	SRR27013304_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	976911.0	216.6 Mbp	0.0	31-301	41.0	68.29257074789172	221.75720715602546	254	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
SRR27013304_2	SRR27013304_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	976911.0	216.7 Mbp	0.0	31-301	41.0	72.31356640445877	221.94304496520155	254	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013305_1	SRR27013305_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496761.0	123.2 Mbp	0.0	31-301	41.0	79.1086837972801	247.95930739329376	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013305_2	SRR27013305_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496761.0	123.6 Mbp	0.0	31-301	41.0	80.28401917021603	249.0426331777253	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013306_1	SRR27013306_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	722530.0	156.3 Mbp	0.0	31-301	41.0	76.17643653210028	216.28053229623683	234	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013306_2	SRR27013306_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	722530.0	156.4 Mbp	0.0	31-301	41.0	75.91167427663257	216.62911643807178	234	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013307_1	SRR27013307_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	557962.0	143.1 Mbp	0.0	31-301	41.0	76.42871211179194	256.432745419939	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013307_2	SRR27013307_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	557962.0	143.2 Mbp	0.0	31-301	41.0	80.42453719481264	256.72911506518363	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013308_1	SRR27013308_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633881.0	150.5 Mbp	0.0	31-301	40.0	77.06090079563737	237.4126855040615	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013308_2	SRR27013308_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633881.0	150.9 Mbp	0.0	31-301	41.0	77.60166050456152	238.18269596343794	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013309_1	SRR27013309_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	621733.0	148.1 Mbp	0.0	31-301	41.0	76.09967453811902	238.16469368683985	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013309_2	SRR27013309_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	621733.0	148.7 Mbp	0.0	31-301	41.0	77.4316119711478	239.36769481433348	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013310_1	SRR27013310_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	594116.0	133.5 Mbp	0.0	31-301	40.0	77.89916358043946	224.69985575207536	254	pass	fail	fail	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013310_2	SRR27013310_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	594116.0	133.5 Mbp	0.0	31-301	41.0	77.55733978255473	224.92164408970638	254	pass	fail	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013311_1	SRR27013311_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633195.0	148.6 Mbp	0.0	31-301	41.0	77.42022102751017	234.66457410434384	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013311_2	SRR27013311_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	633195.0	149.1 Mbp	0.0	31-301	41.0	78.25062051715416	235.64141773071486	274	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013312_1	SRR27013312_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	525547.0	129 Mbp	0.0	31-301	40.0	77.72360418579758	245.42883224526065	294	pass	warn	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013312_2	SRR27013312_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	525547.0	128.6 Mbp	0.0	31-301	40.0	78.2610445824196	244.8906396573475	294	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013313_1	SRR27013313_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	601167.0	149 Mbp	0.0	31-301	40.0	75.6855958571543	247.79380272037554	294	pass	warn	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013313_2	SRR27013313_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	601167.0	148.6 Mbp	0.0	31-301	41.0	76.408812375706	247.33615451280593	294	pass	fail	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013314_1	SRR27013314_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	817716.0	184.9 Mbp	0.0	31-301	40.0	74.04528797348328	226.0511075972587	254	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013314_2	SRR27013314_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	817716.0	185.5 Mbp	0.0	31-301	41.0	74.50498443638088	227.00008743867065	254	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013315_1	SRR27013315_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	692170.0	165.3 Mbp	0.0	31-301	41.0	74.07996015382429	238.82481399078262	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013315_2	SRR27013315_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	692170.0	165.2 Mbp	0.0	31-301	41.0	75.89019859437805	238.82011355591834	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013316_1	SRR27013316_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	652071.0	156.7 Mbp	0.0	31-301	40.0	76.01209007928492	240.33486230793886	274	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013316_2	SRR27013316_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	652071.0	156.1 Mbp	0.0	31-301	41.0	76.27101506610346	239.50255877044063	274	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013317_1	SRR27013317_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	679402.0	163.6 Mbp	0.0	31-301	40.0	74.79365311953259	240.78513163046327	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013317_2	SRR27013317_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	679402.0	163.5 Mbp	0.0	31-301	40.0	76.89711068823404	240.79854636871838	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013318_1	SRR27013318_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	454517.0	118.3 Mbp	0.0	31-301	41.0	78.82858038599265	260.1908443468561	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013318_2	SRR27013318_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	454517.0	118.3 Mbp	0.0	31-301	41.0	82.62257282994048	260.48017015865196	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013319_1	SRR27013319_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	474898.0	117.5 Mbp	0.0	31-301	40.0	80.21169778109811	247.33785676082022	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013319_2	SRR27013319_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	474898.0	117.6 Mbp	0.0	31-301	41.0	80.71593731153031	247.83022775417038	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013320_1	SRR27013320_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	672252.0	158.4 Mbp	0.0	31-301	41.0	75.07244761566557	235.60880146135676	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013320_2	SRR27013320_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	672252.0	158.2 Mbp	0.0	31-301	41.0	76.55647920188413	235.44897523547718	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013321_1	SRR27013321_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	723476.0	169.2 Mbp	0.0	31-301	40.0	74.43046743892059	233.91027138426153	264	pass	warn	warn	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013321_2	SRR27013321_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	723476.0	168.8 Mbp	0.0	31-301	41.0	74.55161373547158	233.3404860700286	264	pass	fail	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013322_1	SRR27013322_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	750952.0	180.5 Mbp	0.0	31-301	41.0	72.53830728729156	240.42171536929123	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013322_2	SRR27013322_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	750952.0	180.4 Mbp	0.0	31-301	41.0	73.76695442741828	240.2975256740777	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013323_1	SRR27013323_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	575545.0	136.4 Mbp	0.0	31-301	41.0	78.10963490693057	237.01796905541704	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013323_2	SRR27013323_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	575545.0	137.1 Mbp	0.0	31-301	41.0	79.7448535458957	238.35407830838597	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013324_1	SRR27013324_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	656198.0	157.3 Mbp	0.0	31-301	40.0	75.4485427410331	239.66712714759873	274	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013324_2	SRR27013324_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	656198.0	156.8 Mbp	0.0	31-301	41.0	76.29419009085395	239.06729371317803	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013325_1	SRR27013325_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746323.0	176.4 Mbp	0.0	31-301	41.0	72.81852682150257	236.3793417863311	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013325_2	SRR27013325_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746323.0	176.2 Mbp	0.0	31-301	41.0	74.14403741022548	236.21284216083384	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013326_1	SRR27013326_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	667639.0	157.2 Mbp	0.0	31-301	40.0	76.36470232653139	235.49064239806242	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013326_2	SRR27013326_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	667639.0	156.9 Mbp	0.0	31-301	40.0	77.35830928158676	235.0404852023324	264	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013327_1	SRR27013327_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	640960.0	159.9 Mbp	0.0	31-301	40.0	75.77348862880852	249.42371598851722	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013327_2	SRR27013327_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	640960.0	160 Mbp	0.0	31-301	40.0	78.62358069170081	249.72929667998002	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013328_1	SRR27013328_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	624379.0	149.8 Mbp	0.0	31-301	41.0	74.69950071726143	240.0006510468802	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013328_2	SRR27013328_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	624379.0	149.9 Mbp	0.0	31-301	41.0	76.64638991834916	240.157362755634	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013329_1	SRR27013329_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	809190.0	190.3 Mbp	0.0	31-301	40.0	71.5313118772619	235.17780434755744	264	pass	warn	warn	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013329_2	SRR27013329_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	809190.0	189.8 Mbp	0.0	31-301	41.0	74.71674236801249	234.6159418677937	264	pass	fail	warn	pass	fail	pass	pass	warn	pass	pass	pass
SRR27013330_1	SRR27013330_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	854016.0	208.4 Mbp	0.0	31-301	40.0	69.62358171837624	244.05204059408723	294	pass	warn	warn	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013330_2	SRR27013330_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	854016.0	208.1 Mbp	0.0	31-301	41.0	74.18201470782016	243.7306959120204	284	pass	fail	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013331_1	SRR27013331_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	887572.0	213.8 Mbp	0.0	31-301	40.0	70.04804468140546	240.82196035927225	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013331_2	SRR27013331_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	887572.0	213.6 Mbp	0.0	31-301	40.0	75.10891865303553	240.73503389020834	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013332_1	SRR27013332_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823906.0	200.2 Mbp	0.0	31-301	40.0	71.07339747814495	243.0343473648693	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013332_2	SRR27013332_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823906.0	200.2 Mbp	0.0	31-301	40.0	76.23476635723198	243.01534883833835	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
